,word,probneg,probpos,freq
58,empty,0.6487523992322457,0.3512476007677543,521
59,reason,0.6558948072208602,0.34410519277913976,4487
60,complete,0.634718826405868,0.36528117359413204,2045
61,waste,0.9367088607594937,0.06329113924050633,2765
62,rented,0.7138686131386861,0.28613138686131384,685
63,garbage,0.8563714902807775,0.14362850971922247,926
64,back!,0.7142857142857143,0.2857142857142857,84
65,2,0.6698382492863939,0.3301617507136061,5255
66,hours,0.60625,0.39375,1920
67,invested,0.686046511627907,0.313953488372093,86
68,grade,0.6799557032115172,0.32004429678848284,903
69,f,0.6878504672897197,0.3121495327102804,535
70,1,0.7103534563653425,0.28964654363465747,3197
71,minute,0.6113651208360549,0.3886348791639451,1531
72,even,0.6137339055793991,0.38626609442060084,24698
73,dvd!,0.17307692307692307,0.8269230769230769,52
74,predictable,0.7365883062085594,0.26341169379144064,1659
75,any,0.6063695116263575,0.3936304883736425,15009
76,wondering,0.6311239193083573,0.3688760806916426,694
77,ugly,0.7085137085137085,0.29148629148629146,693
78,vhs,0.29094076655052264,0.7090592334494773,574
79,dvd,0.3988621997471555,0.6011378002528445,4746
80,chick,0.6794055201698513,0.3205944798301486,471
81,flick,0.6398530012249898,0.3601469987750102,2449
82,shallow,0.7666666666666667,0.23333333333333334,480
83,ridiculous,0.8123980424143556,0.18760195758564438,1839
84,dream,0.3786488740617181,0.6213511259382819,1199
85,young,0.3644310690742333,0.6355689309257667,6978
86,success,0.37478260869565216,0.6252173913043478,1150
87,york,0.3621700879765396,0.6378299120234604,1364
88,attempts,0.622822299651568,0.37717770034843207,1148
89,fail,0.6348314606741573,0.3651685393258427,534
90,tragic,0.28895612708018154,0.7110438729198184,661
91,father,0.3781560283687943,0.6218439716312056,3525
92,difficulties,0.291970802919708,0.708029197080292,137
93,relationship,0.3444676409185804,0.6555323590814196,1916
94,tries,0.6224700536968195,0.3775299463031805,2421
95,sadness,0.17272727272727273,0.8272727272727273,220
96,attempt,0.7022113022113022,0.29778869778869776,2035
97,script,0.6888698630136987,0.3111301369863014,5840
98,acting,0.6275900102418656,0.3724099897581344,12693
99,especially,0.37584304107909255,0.6241569589209074,4893
100,piper,0.3387096774193548,0.6612903225806451,124
101,completely,0.6278520849724626,0.37214791502753736,3813
102,fails,0.8115816767502161,0.18841832324978391,1157
103,thing,0.6308888888888889,0.3691111111111111,9000
104,john,0.3994618395303327,0.6005381604696673,4088
105,represents,0.3559322033898305,0.6440677966101694,236
106,ray,0.38875,0.61125,800
107,seconds,0.7537764350453172,0.24622356495468278,662
108,great,0.28711870119656197,0.712881298803438,17801
109,con,0.3854166666666667,0.6145833333333334,288
110,superficial,0.6086956521739131,0.391304347826087,207
111,relaxed,0.16279069767441862,0.8372093023255814,86
112,evening,0.3953488372093023,0.6046511627906976,430
113,instead,0.6710650329877474,0.3289349670122526,4244
114,3,0.6819634040081325,0.31803659599186757,3443
115,wonderful,0.17231548938866012,0.8276845106113399,3157
116,liked,0.3891726251276813,0.6108273748723186,2937
117,songs,0.3891566265060241,0.6108433734939759,1660
118,dancing,0.37573385518590996,0.62426614481409,1022
119,musical,0.34656834940442427,0.6534316505955757,1763
120,oh,0.749731855559528,0.2502681444404719,2797
121,recently,0.3619631901840491,0.6380368098159509,1141
122,hated,0.6880415944540728,0.3119584055459272,577
123,attenborough,0.3150684931506849,0.684931506849315,73
124,failed,0.740174672489083,0.259825327510917,916
125,cassie,0.6027397260273972,0.3972602739726027,73
126,prominent,0.3194444444444444,0.6805555555555556,144
127,ensemble,0.2209737827715356,0.7790262172284644,267
128,premise,0.66928011404134,0.33071988595866003,1403
129,shattered,0.36065573770491804,0.639344262295082,61
130,enjoyed,0.2883817427385892,0.7116182572614108,2410
131,squeeze,0.696969696969697,0.30303030303030304,66
132,joy,0.2902097902097902,0.7097902097902098,572
133,own,0.38529591214154973,0.6147040878584503,6556
134,lives,0.35056603773584905,0.649433962264151,2650
135,both,0.3562962962962963,0.6437037037037037,6750
136,adult,0.3925845147219193,0.6074154852780806,917
137,swim,0.31690140845070425,0.6830985915492958,142
138,album,0.32978723404255317,0.6702127659574468,188
139,popular,0.396584440227704,0.603415559772296,1054
140,no,0.6336573999678612,0.36634260003213887,24892
141,why,0.6595621003681457,0.3404378996318543,10322
142,classic,0.3456896551724138,0.6543103448275862,3480
143,history,0.39548693586698336,0.6045130641330166,2526
144,hey,0.6295336787564767,0.3704663212435233,772
145,loved,0.2342032967032967,0.7657967032967034,2912
146,nathan,0.2727272727272727,0.7272727272727273,99
147,frank,0.3254156769596199,0.6745843230403801,842
148,sinatra,0.18211920529801323,0.8178807947019867,302
149,manager,0.37216828478964403,0.627831715210356,309
150,confident,0.29411764705882354,0.7058823529411765,136
151,odds,0.37037037037037035,0.6296296296296297,216
152,citys,0.3157894736842105,0.6842105263157895,57
153,highest,0.31627906976744186,0.6837209302325581,215
154,roller,0.38461538461538464,0.6153846153846154,156
155,sky,0.347926267281106,0.652073732718894,434
156,masterson,0.14705882352941177,0.8529411764705882,68
157,marlon,0.3611111111111111,0.6388888888888888,108
158,brando,0.2578947368421053,0.7421052631578947,190
159,woo,0.3184713375796178,0.6815286624203821,157
160,brown,0.38691588785046727,0.6130841121495327,535
161,jean,0.29427792915531337,0.7057220708446866,734
162,simmons,0.2605633802816901,0.7394366197183099,142
163,1955,0.29,0.71,100
164,blends,0.14516129032258066,0.8548387096774194,62
165,contrasting,0.28,0.72,50
166,styles,0.27586206896551724,0.7241379310344828,203
167,dazzling,0.2403846153846154,0.7596153846153846,104
168,crowds,0.33783783783783783,0.6621621621621622,74
169,rhythm,0.33858267716535434,0.6614173228346457,127
170,walking,0.6389228886168911,0.36107711138310894,817
171,halfway,0.7204610951008645,0.27953890489913547,347
172,walk,0.6187961985216474,0.3812038014783527,947
173,dance,0.39796659404502543,0.6020334059549746,1377
174,city,0.35505028421512896,0.644949715784871,2287
175,movement,0.4,0.6,400
176,world,0.36167530466451886,0.6383246953354812,7139
177,removed,0.6376146788990825,0.3623853211009174,218
178,reality,0.38712921065862244,0.6128707893413776,1989
179,perfectly,0.23492560689115113,0.7650743931088488,1277
180,write,0.6719219219219219,0.3280780780780781,1332
181,review,0.6171875,0.3828125,1664
182,received,0.33992094861660077,0.6600790513833992,506
183,80,0.676,0.324,250
184,unbelievably,0.75,0.25,220
185,idealistic,0.2962962962962963,0.7037037037037037,81
186,repressed,0.37735849056603776,0.6226415094339622,106
187,playful,0.3333333333333333,0.6666666666666666,81
188,rendition,0.3119266055045872,0.6880733944954128,218
189,decided,0.6144842721287491,0.38551572787125093,1367
190,dub,0.2916666666666667,0.7083333333333334,120
191,maybe,0.6083387340678332,0.39166126593216677,4629
192,least,0.650649991772256,0.349350008227744,6077
193,confidence,0.2948717948717949,0.7051282051282052,156
194,hepburn,0.6886792452830188,0.3113207547169811,106
195,brought,0.37902673063742287,0.6209732693625771,1459
196,role,0.3908637606562651,0.609136239343735,6217
197,drama,0.37707881417208966,0.6229211858279103,2766
198,chief,0.36768149882903983,0.6323185011709602,427
199,bold,0.38190954773869346,0.6180904522613065,199
200,bringing,0.39913232104121477,0.6008676789587852,461
201,mustve,0.7011494252873564,0.2988505747126437,87
202,light,0.3996789727126806,0.6003210272873194,1869
203,view,0.39458615304528893,0.6054138469547111,1921
204,heroism,0.3090909090909091,0.6909090909090909,55
205,maturity,0.16666666666666666,0.8333333333333334,72
206,thats,0.6013957307060755,0.39860426929392445,7308
207,sometimes,0.3930131004366812,0.6069868995633187,2290
208,viva,0.3220338983050847,0.6779661016949152,59
209,impressed,0.3050847457627119,0.6949152542372882,708
210,sometime,0.34265734265734266,0.6573426573426573,143
211,wasnt,0.6364648263579697,0.36353517364203025,4492
212,documentary,0.38292299633315874,0.6170770036668413,1909
213,international,0.35363457760314343,0.6463654223968566,509
214,festival,0.35578144853875476,0.6442185514612452,787
215,achieved,0.35587188612099646,0.6441281138790036,281
216,tells,0.37329376854599405,0.626706231454006,1685
217,coup,0.25274725274725274,0.7472527472527473,91
218,conspiracy,0.6286919831223629,0.37130801687763715,237
219,loving,0.3056910569105691,0.6943089430894309,615
220,western,0.3774583963691377,0.6225416036308623,1322
221,governments,0.3150684931506849,0.684931506849315,73
222,remove,0.7103448275862069,0.2896551724137931,145
223,elected,0.3829787234042553,0.6170212765957447,94
224,chavez,0.07042253521126761,0.9295774647887324,71
225,brutal,0.33793103448275863,0.6620689655172414,580
226,freedom,0.2063157894736842,0.7936842105263158,475
227,also,0.3992499720138811,0.6007500279861189,17866
228,!,0.34580152671755726,0.6541984732824427,1310
229,saving,0.6635859519408502,0.3364140480591497,541
230,bush,0.7203389830508474,0.2796610169491525,236
231,regime,0.37777777777777777,0.6222222222222222,90
232,finnish,0.3448275862068966,0.6551724137931034,58
233,mouse,0.35172413793103446,0.6482758620689655,290
234,ruthless,0.36585365853658536,0.6341463414634146,205
235,snowy,0.27692307692307694,0.7230769230769231,65
236,good!,0.3114754098360656,0.6885245901639344,183
237,music,0.3960987887368255,0.6039012112631744,6357
238,spectacular,0.2946058091286307,0.7053941908713693,482
239,guy,0.6381342062193126,0.3618657937806874,6110
240,portrait,0.22676579925650558,0.7732342007434945,269
241,strong,0.28720874940561103,0.712791250594389,2103
242,beautiful,0.2801537722248919,0.7198462277751081,4162
243,****,0.6340996168582376,0.36590038314176243,522
244,edition,0.3689839572192513,0.6310160427807486,187
245,idea,0.6418095948297291,0.35819040517027095,4023
246,heck,0.6616379310344828,0.33836206896551724,464
247,hidden,0.39095315024232635,0.6090468497576736,619
248,frontier,0.29245283018867924,0.7075471698113207,106
249,notable,0.39747634069400634,0.6025236593059937,317
250,series,0.3799659916524965,0.6200340083475034,6469
251,par,0.6674008810572687,0.33259911894273125,454
252,concentrates,0.29850746268656714,0.7014925373134329,67
253,physical,0.3873581847649919,0.6126418152350082,617
254,backgrounds,0.3448275862068966,0.6551724137931034,174
255,inserted,0.6404494382022472,0.3595505617977528,89
256,greatest,0.25466666666666665,0.7453333333333333,1500
257,achievements,0.2891566265060241,0.7108433734939759,83
258,ways,0.37124600638977634,0.6287539936102237,1565
259,save,0.7232916265640038,0.27670837343599614,2078
260,footage,0.6075187969924812,0.3924812030075188,1330
261,everyones,0.38392857142857145,0.6160714285714286,224
262,cup,0.38596491228070173,0.6140350877192983,228
263,best,0.3261582779867168,0.6738417220132832,12497
264,season,0.3002257336343115,0.6997742663656885,1329
265,producers,0.6595744680851063,0.3404255319148936,1034
266,fantastic,0.1959694232105629,0.8040305767894371,1439
267,always,0.35830825281165846,0.6416917471883415,6313
268,remake,0.6310063463281959,0.36899365367180414,1103
269,adapted,0.3701067615658363,0.6298932384341637,281
270,marvelous,0.1724137931034483,0.8275862068965517,290
271,modern,0.38504464285714285,0.6149553571428571,1792
272,stylish,0.36551724137931035,0.6344827586206897,290
273,somebody,0.7192028985507246,0.2807971014492754,552
274,awful,0.9110910186859554,0.08890898131404461,3318
275,friendly,0.3641791044776119,0.6358208955223881,335
276,tried,0.6685641998734978,0.3314358001265022,1581
277,asleep,0.8110831234256927,0.1889168765743073,397
278,critics,0.3849056603773585,0.6150943396226415,795
279,masterpiece,0.2747784045124899,0.7252215954875101,1241
280,french,0.3786008230452675,0.6213991769547325,1701
281,apparently,0.6998886414253898,0.30011135857461024,1796
282,edgar,0.3225806451612903,0.6774193548387096,186
283,else,0.6167017913593256,0.3832982086406744,3796
284,poe,0.6086956521739131,0.391304347826087,92
285,trilogy,0.35602094240837695,0.643979057591623,382
286,below,0.7132867132867133,0.2867132867132867,572
287,theyre,0.6185230518155854,0.3814769481844145,2451
288,toby,0.33766233766233766,0.6623376623376623,77
289,fine,0.3643933386201427,0.6356066613798572,2522
290,nothing,0.7026961379645373,0.2973038620354627,8234
291,theme,0.39438417358008937,0.6056158264199106,1567
292,enjoyable,0.31096059113300495,0.6890394088669951,1624
293,viewing,0.3794492948287441,0.6205507051712559,1489
294,stamp,0.7096774193548387,0.2903225806451613,62
295,job,0.3666285714285714,0.6333714285714286,4375
296,whatsoever,0.8501577287066246,0.1498422712933754,634
297,mess,0.8403639371381307,0.15963606286186932,1209
298,amateur,0.7661691542288557,0.23383084577114427,402
299,menu,0.65625,0.34375,64
300,skip,0.7340619307832422,0.2659380692167577,549
301,william,0.3682819383259912,0.6317180616740088,1135
302,actually,0.6,0.4,8435
303,segment,0.3333333333333333,0.6666666666666666,411
304,faithful,0.3143712574850299,0.6856287425149701,334
305,looks,0.6430475344291426,0.3569524655708574,4502
306,throwing,0.698005698005698,0.301994301994302,351
307,balls,0.6046511627906976,0.3953488372093023,172
308,advice,0.6788461538461539,0.3211538461538462,520
309,cook,0.3793103448275862,0.6206896551724138,232
310,unlike,0.33689839572192515,0.6631016042780749,1122
311,anything,0.6373549067886036,0.36264509321139643,5686
312,west,0.3755506607929515,0.6244493392070485,908
313,emotions,0.2515262515262515,0.7484737484737485,819
314,dreams,0.3225371120107962,0.6774628879892037,741
315,startling,0.3140495867768595,0.6859504132231405,121
316,images,0.342,0.658,1000
317,unsettling,0.33146067415730335,0.6685393258426966,178
318,sorry,0.7534157449577098,0.24658425504229017,1537
319,strength,0.3030927835051546,0.6969072164948453,485
320,positive,0.634020618556701,0.36597938144329895,970
321,excruciatingly,0.8736842105263158,0.12631578947368421,95
322,boring,0.8216308040770102,0.1783691959229898,3532
323,hardly,0.611357586512866,0.38864241348713396,1127
324,sit,0.6495786516853933,0.35042134831460675,1424
325,8,0.2563559322033898,0.7436440677966102,1416
326,7,0.2698191933240612,0.7301808066759388,1438
327,votes,0.6050420168067226,0.3949579831932773,119
328,mean,0.6601526717557252,0.3398473282442748,3275
329,enjoy,0.39443155452436196,0.605568445475638,3448
330,avoid,0.8204778156996587,0.1795221843003413,1465
331,sleep,0.6432,0.3568,625
332,value,0.6163583252190847,0.38364167478091526,1027
333,philosophical,0.3869346733668342,0.6130653266331658,199
334,life,0.36989024972164786,0.6301097502783521,12574
335,absurd,0.7047970479704797,0.2952029520295203,542
336,dimensional,0.7100591715976331,0.28994082840236685,507
337,effects,0.627969520394442,0.3720304796055581,4462
338,overdone,0.6121495327102804,0.3878504672897196,214
339,among,0.37964148527528807,0.6203585147247119,1562
340,minutes,0.7307824887969666,0.26921751120303344,5802
341,tempted,0.65625,0.34375,128
342,glad,0.3997760358342665,0.6002239641657335,893
343,stupidity,0.8142414860681114,0.18575851393188855,323
344,dopey,0.7,0.3,70
345,dismal,0.7567567567567568,0.24324324324324326,111
346,awfulness,0.9358974358974359,0.0641025641025641,78
347,deeply,0.3036912751677852,0.6963087248322147,596
348,impact,0.3240058910162003,0.6759941089837997,679
349,crap,0.8510529019003595,0.14894709809964046,1947
350,wonder,0.6145682585624699,0.3854317414375302,2073
351,banal,0.6944444444444444,0.3055555555555556,144
352,dude,0.7479674796747967,0.25203252032520324,369
353,late,0.3993217465027554,0.6006782534972446,2359
354,live,0.3952861952861953,0.6047138047138048,2970
355,venice,0.21341463414634146,0.7865853658536586,164
356,mtv,0.6102564102564103,0.38974358974358975,195
357,hopes,0.6049618320610687,0.3950381679389313,524
358,wrong,0.6292825768667643,0.37071742313323575,3415
359,van,0.6364485981308411,0.36355140186915885,1070
360,damme,0.6868131868131868,0.3131868131868132,182
361,universal,0.36778846153846156,0.6322115384615384,416
362,soldier,0.39820359281437123,0.6017964071856288,668
363,intensity,0.2986577181208054,0.7013422818791947,298
364,drunk,0.6118546845124283,0.3881453154875717,523
365,rabbit,0.3470319634703196,0.6529680365296804,219
366,dialogue,0.6357963875205255,0.3642036124794745,3045
367,match,0.3799822852081488,0.6200177147918512,1129
368,mouth,0.631496062992126,0.36850393700787404,635
369,except,0.6403143781784558,0.3596856218215442,2163
370,generic,0.7692307692307693,0.23076923076923078,221
371,poor,0.7868033648790747,0.21319663512092535,3804
372,rural,0.3391304347826087,0.6608695652173913,230
373,italy,0.32781456953642385,0.6721854304635762,302
374,madness,0.346875,0.653125,320
375,landscape,0.3080168776371308,0.6919831223628692,237
376,theres,0.6128660743665679,0.3871339256334321,6078
377,mask,0.6581395348837209,0.34186046511627904,430
378,kills,0.65775950668037,0.34224049331963,973
379,dario,0.2857142857142857,0.7142857142857143,70
380,argentos,0.29850746268656714,0.7014925373134329,67
381,famous,0.36522911051212936,0.6347708894878706,1484
382,fascinating,0.2566137566137566,0.7433862433862434,756
383,visuals,0.37142857142857144,0.6285714285714286,490
384,fulcis,0.34285714285714286,0.6571428571428571,105
385,torture,0.6391437308868502,0.36085626911314983,654
386,duckling,0.11864406779661017,0.8813559322033898,59
387,compositions,0.2,0.8,65
388,lighting,0.6061884669479606,0.39381153305203936,711
389,thunder,0.6511627906976745,0.3488372093023256,86
390,enhances,0.13114754098360656,0.8688524590163934,61
391,gore,0.6793206793206793,0.3206793206793207,2002
392,slasher,0.6681564245810055,0.3318435754189944,895
393,unexpected,0.24579831932773108,0.7542016806722689,476
394,forms,0.3197969543147208,0.6802030456852792,197
395,obvious,0.6279980420949584,0.3720019579050416,2043
396,voodoo,0.7984496124031008,0.20155038759689922,129
397,magic,0.3704156479217604,0.6295843520782396,818
398,puzzle,0.3602941176470588,0.6397058823529411,136
399,assume,0.6659340659340659,0.33406593406593404,455
400,agenda,0.610062893081761,0.389937106918239,159
401,dismiss,0.18888888888888888,0.8111111111111111,90
402,provides,0.28846153846153844,0.7115384615384616,676
403,insights,0.3963963963963964,0.6036036036036037,111
404,mindset,0.3698630136986301,0.6301369863013698,73
405,widescreen,0.2356687898089172,0.7643312101910829,157
406,effective,0.3146417445482866,0.6853582554517134,963
407,key,0.3849938499384994,0.6150061500615006,813
408,jazz,0.3276595744680851,0.6723404255319149,235
409,visually,0.346072186836518,0.6539278131634819,471
410,brilliant,0.22900432900432902,0.770995670995671,2310
411,nevertheless,0.27191011235955054,0.7280898876404495,445
412,thematic,0.2641509433962264,0.7358490566037735,53
413,thrillers,0.32280701754385965,0.6771929824561403,285
414,mysteries,0.3352601156069364,0.6647398843930635,173
415,performance,0.3416137805983681,0.6583862194016319,5515
416,henry,0.33279483037156704,0.6672051696284329,619
417,overcome,0.3274021352313167,0.6725978647686833,281
418,camera,0.6074635241301908,0.3925364758698092,3564
419,anne,0.39070567986230637,0.6092943201376936,581
420,surface,0.37962962962962965,0.6203703703703703,432
421,tale,0.31274638633377133,0.6872536136662286,1522
422,lubitsch,0.27419354838709675,0.7258064516129032,62
423,remembered,0.3366733466933868,0.6633266533066132,499
424,lively,0.27388535031847133,0.7261146496815286,157
425,comedies,0.35083532219570407,0.649164677804296,838
426,screwed,0.6187050359712231,0.381294964028777,139
427,foolish,0.6610169491525424,0.3389830508474576,118
428,ram,0.6619718309859155,0.3380281690140845,71
429,unfortunately,0.6852066434916957,0.31479335650830437,2589
430,slept,0.6666666666666666,0.3333333333333333,90
431,flop,0.732620320855615,0.26737967914438504,187
432,nobody,0.6145833333333334,0.3854166666666667,864
433,ajay,0.96,0.04,50
434,deserve,0.6387959866220736,0.3612040133779264,598
435,sucks,0.8794326241134752,0.12056737588652482,564
436,tired,0.6366013071895424,0.3633986928104575,765
437,armageddon,0.6428571428571429,0.35714285714285715,84
438,christ,0.6296296296296297,0.37037037037037035,270
439,christian,0.6441893830703013,0.35581061692969873,697
440,hell,0.6234707748074308,0.3765292251925691,2207
441,werent,0.6593291404612159,0.34067085953878407,954
442,god,0.648560817084494,0.351439182915506,2154
443,bible,0.7555555555555555,0.24444444444444444,270
444,saying,0.6396907216494845,0.36030927835051546,1940
445,lets,0.6102123356926188,0.3897876643073812,1978
446,christians,0.717948717948718,0.28205128205128205,156
447,chronological,0.3114754098360656,0.6885245901639344,61
448,anybody,0.6068376068376068,0.39316239316239315,585
449,atrocity,0.8552631578947368,0.14473684210526316,76
450,couldnt,0.6899505766062602,0.3100494233937397,3035
451,0,0.909375,0.090625,320
452,plain,0.7021466905187835,0.29785330948121647,1118
453,louise,0.392,0.608,125
454,wasted,0.8703543647363872,0.12964563526361278,1157
455,embarrassed,0.84,0.16,300
456,zombie,0.7382608695652174,0.2617391304347826,1150
457,3000,0.8313953488372093,0.1686046511627907,172
458,annoying,0.8051606108478147,0.19483938915218535,1899
459,rip,0.7250712250712251,0.27492877492877493,702
460,stunning,0.2214941022280472,0.7785058977719528,763
461,perfect,0.22883810749919536,0.7711618925008046,3107
462,specifically,0.3972602739726027,0.6027397260273972,219
463,important,0.38699360341151384,0.6130063965884861,1876
464,war,0.3130968622100955,0.6869031377899045,4398
465,era,0.3379549393414211,0.6620450606585788,1154
466,grew,0.37100213219616207,0.6289978678038379,469
467,hippies,0.39655172413793105,0.603448275862069,116
468,respects,0.32432432432432434,0.6756756756756757,111
469,united,0.3691275167785235,0.6308724832214765,447
470,path,0.4,0.6,360
471,unnecessary,0.7084078711985689,0.29159212880143115,559
472,dated,0.3755020080321285,0.6244979919678715,498
473,brings,0.32450331125827814,0.6754966887417219,1208
474,our,0.39956070287539935,0.6004392971246006,5008
475,present,0.3945578231292517,0.6054421768707483,1176
476,concentration,0.3783783783783784,0.6216216216216216,74
477,society,0.3379416282642089,0.6620583717357911,1302
478,sides,0.34048257372654156,0.6595174262734584,373
479,political,0.3887489504617968,0.6112510495382032,1191
480,daily,0.34545454545454546,0.6545454545454545,330
481,raw,0.26426426426426425,0.7357357357357357,333
482,americas,0.39893617021276595,0.601063829787234,188
483,accurate,0.38578680203045684,0.6142131979695431,591
484,30,0.6492146596858639,0.3507853403141361,955
485,moderate,0.4,0.6,50
486,closely,0.3807829181494662,0.6192170818505338,281
487,nc,0.6862745098039216,0.3137254901960784,51
488,anime,0.3403693931398417,0.6596306068601583,379
489,animation,0.3624912526242127,0.6375087473757872,1429
490,ill,0.6014072847682119,0.3985927152317881,2416
491,follows,0.37682570593963,0.6231742940603701,1027
492,familiar,0.3880037488284911,0.6119962511715089,1067
493,terrible,0.8698757763975156,0.13012422360248446,3220
494,definitely,0.3356009070294785,0.6643990929705216,3087
495,cheap,0.7902137232845894,0.20978627671541059,1778
496,mediocre,0.7962154294032023,0.20378457059679767,687
497,imitate,0.6623376623376623,0.33766233766233766,77
498,drawings,0.38636363636363635,0.6136363636363636,88
499,pretend,0.6267281105990783,0.37327188940092165,217
500,rare,0.2582619339045288,0.7417380660954712,817
501,sloppy,0.7235023041474654,0.2764976958525346,217
502,4,0.7019543973941368,0.2980456026058632,2456
503,remarkable,0.20833333333333334,0.7916666666666666,576
504,lacks,0.7142857142857143,0.2857142857142857,714
505,atmosphere,0.3416726233023588,0.6583273766976412,1399
506,blood,0.6078697421981004,0.3921302578018996,2211
507,mature,0.28735632183908044,0.7126436781609196,348
508,oriented,0.39097744360902253,0.6090225563909775,133
509,animations,0.359375,0.640625,64
510,sees,0.37229029217719134,0.6277097078228087,1061
511,animated,0.3386363636363636,0.6613636363636364,880
512,nudity,0.6672794117647058,0.3327205882352941,1088
513,chicks,0.7,0.3,170
514,tasty,0.36666666666666664,0.6333333333333333,60
515,browns,0.22058823529411764,0.7794117647058824,68
516,soundtrack,0.3885785226567349,0.611421477343265,1611
517,ralph,0.27169811320754716,0.7283018867924528,265
518,lightly,0.3783783783783784,0.6216216216216216,74
519,funniest,0.2732474964234621,0.7267525035765379,699
520,diversity,0.38961038961038963,0.6103896103896104,77
521,stupid,0.8389929742388759,0.16100702576112413,3416
522,blame,0.7303182579564489,0.2696817420435511,597
523,convict,0.3368421052631579,0.6631578947368421,95
524,dumb,0.8026424442609413,0.19735755573905864,1211
525,supposed,0.7868909919383106,0.21310900806168945,2853
526,eugene,0.28187919463087246,0.7181208053691275,149
527,released,0.39274924471299094,0.6072507552870091,1986
528,zero,0.7390625,0.2609375,640
529,incomprehensible,0.8242424242424242,0.17575757575757575,165
530,lyrics,0.34080717488789236,0.6591928251121076,223
531,logic,0.6791666666666667,0.32083333333333336,480
532,figured,0.675392670157068,0.32460732984293195,382
533,aforementioned,0.634703196347032,0.365296803652968,219
534,hilarious,0.33450351053159477,0.6654964894684052,1994
535,recommend,0.39045936395759717,0.6095406360424028,3396
536,david,0.37252914343639126,0.6274708565636087,1973
537,sharp,0.29157175398633256,0.7084282460136674,439
538,timing,0.37183098591549296,0.6281690140845071,355
539,basically,0.6376892877173304,0.36231071228266964,1783
540,thrown,0.643719806763285,0.35628019323671495,828
541,yeah,0.7096774193548387,0.2903225806451613,930
542,appreciate,0.3525954946131244,0.6474045053868757,1021
543,jurassic,0.7096774193548387,0.2903225806451613,93
544,favorite,0.22824716267339218,0.7717528373266078,2379
545,worst,0.9164934819573021,0.0835065180426979,5293
546,scare,0.6308068459657702,0.3691931540342298,409
547,sick,0.6125385405960946,0.3874614594039055,973
548,bored,0.73828125,0.26171875,1024
549,advise,0.6751269035532995,0.3248730964467005,197
550,episodes,0.33085714285714285,0.6691428571428572,1750
551,excellent,0.1824055666003976,0.8175944333996024,4024
